Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Type,Target
harga minyak dipicu penguatan wall street wa a ekonomi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kakak,0,0,0,0,0,0,0,0,0,0,0,0,None,None
mw poros alternatif duet tuan guru bajang agus harimu i yudhoyono agus harimu i yudhoyono tuan guru bajang agus harimu i yudhoyono militer amp urusan diplomasi negeri a perwakilan indonesia barat tuan guru bajang ulama berilmu kembangkan ekonomi sosial,0,0,0,0,0,0,0,0,0,0,0,0,None,None
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 seba badui 2018,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bom xe2 x9d xa4,0,0,0,0,0,0,0,0,0,0,0,0,None,None
nya gampang presiden mu dihina cina bangsat diam sih munafik bisu 2019 ganti presiden,1,1,1,0,0,1,0,0,0,1,0,0,Hate Speech & Abusive,Individual
mampus menonton terima kasih,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
by the way radha bajingan sih wkwk dat wkwk uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
manis sopan gemas adik material makamya masuk jajaran my top sissy najis jijik bajaj manis manisnya gemas gemasnya anjing asuhan kerjaannya gue lepeh jajaran adik adik gue mon maaf wkwk,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
anti asing dolar minggat syukuran mumet xf0 x9f x98 x80 ceramah doa toa ayat solusi produktivitas minim tuntutan langit,0,0,0,0,0,0,0,0,0,0,0,0,None,None
keji biadab ganyang ai komunis indonesia paham komunis negara kesatuan republik indonesia uniform resource locator,1,1,0,1,0,1,0,0,0,0,0,1,Hate Speech & Abusive,Group
kecebong benci kivlan prabowo,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
iya rezim ya xf0 x9f x98 x82,0,0,0,0,0,0,0,0,0,0,0,0,None,None
dasar kafir laknatullah,1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech & Abusive,Group
bokep auto no titit temannya lulove,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
bejat mengurus keluarga menyalahkan orang tolol dipelihara,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
prabowo mesti tanggung bangun sekolah,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
din syamsuddin berharap konsep moderat islam ciri identitas umat islam tingkat nasional negara tingkat global muslim pro konferensi tingkat ulama 2018 konferensi tingkat islam wasatiyyah indonesia indonesiabe oleransi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kasihannya orang sebentar masuk rumah sakit jiwa bisanya menganggap ahok cintai rakyat rakyat cinta mulut jamban buang sampah tempatnya andai berani jujur masuk,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
konferensi tingkat ulama cendekiawan muslim dunia terbitkan risalah bogor,0,0,0,0,0,0,0,0,0,0,0,0,None,None
yf ngewe ayo sebal banget gue,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
korban cuci otak mayor jenderal k kunyuk,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
menonton ant man garut xxi studio 1 mohon perbaiki dilayarnya kayak cacat setitik mengganggu mohon perbaiki layarnya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
umat mending kristen deh klaim umat mengikuti ai keadilan sejahtera rizieq shihab xf0 x9f x98 x84,0,0,0,0,0,0,0,0,0,0,0,0,None,None
tvone televisi favorit kaum fiksi dungu xf0 x9f x98 x84 xf0 x9f x98 x84 xf0 x9f x98 x84,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
duanya cebong,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kebaca nete,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
35 kreasi kreatif as koran bekas lynde sitepu rp70 000 00 buku gpu,0,0,0,0,0,0,0,0,0,0,0,0,None,None
habis jogging pagi kebelet ngentot retweet sayang uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
miris presiden negara berdaya ter kacung kacung,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
negara aktivis penguasa tau aktivis kaum te indas rezim aktivis palsu,0,0,0,0,0,0,0,0,0,0,0,0,None,None
xe2 x9c xb5 xe3 x80 x80 xe3 x85 xa4 xe3 x85 xa4 dipersilakan melakukannya xe3 x85 xa4 xe3 x85 xa4setelah dipersilakan barulah menghempaskan bokong sofa hadapan sang wira xe2 x80 x94 memosisikan senyaman,0,0,0,0,0,0,0,0,0,0,0,0,None,None
oi warga bawa bocah emak ya oke turunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,Individual
pusing goblok nya mengekspose zionisme keparat expose berita kayak orang gila senangnya mengadudombakan orang,1,1,1,0,1,0,0,0,0,1,0,0,Hate Speech & Abusive,Individual
analisa gegabah mendasarkan hasil survei menyimpulkan rupiah menguat tajam amp foreign inflow meningkat tajam in fact era rejim dana asing minus dana asing era susilo bambang yudhoyono berkurang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
buta cinta wkwk,0,0,0,0,0,0,0,0,0,0,0,0,None,None
mengajar les anak cc uuuu sok cute tipikal ideal nona pintar banget matematika nya ganteng sipit atletis anak kayak ya lord,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ya orang indonesia disuruh te ib susah banget salah contohnya te ib kereta listrik penumpang turun selesai saking menemukan orang orang berengsek kayak stasiun kepikiran makian,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
uniform resource locator kerja usul bubarkan dewan perwakilan rakyat kerjanya mewakili rakyat korup melindungi koruptor,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
ah pencitraan ya,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
calon calon wakil presiden ai keadilan sejahtera melengkapi kualitas prabowo pemilihan presiden terpilih presiden coba duet prabowo rizal ramli insyaallah menang ganti presiden 2019 terwujud,0,0,0,0,0,0,0,0,0,0,0,0,None,None
indonesia jaka a,0,0,0,0,0,0,0,0,0,0,0,0,None,None
langsung ngaceng harap retweet xf0 x9f x98 x81 uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
media prima nih miskin terpaksa home belanja syarikat korea berita teruk fake news patut bungkus je drama drama sampah sarap,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
makan babi berbentuk wang haram muka babi perangai babi babi politikus ronggeng babi,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
allahu akbar rakyat front pembela islam bubarkan gerakan masyarakat indonesia copot kepala polisi daerah jawa barat selamatkan ulama gaduh ahok,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,Individual
1 gusur ahok 2 lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,Individual
gema mengadopsi budaya kearifan lokal jambi seni musik kompangan khas jambi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
lihat surabaya bagusan penataannya daerah khusus kota mencalonkan presiden rapikan jaka a bersihkan badan jalan trotoar kemarin lawannya ridwan kamil risma nurdin abdullah kalah menang ahok kristen gampang menakuti,0,0,0,0,0,0,0,0,0,0,0,0,None,None
uhuy kafir kafir gue menyebut kafir menghina ya haha saking kerdilnya otak memaki islam gue memaki agama spesifik dasar kaum intoleran sara munafik kafir goblok ganti to,1,1,1,0,1,0,0,0,0,1,0,0,Hate Speech & Abusive,Individual
pe anyaan pilihan kepala daerah jawa timur ujaran kebencian media sosial lihat peta dukungan ainya ya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
relawan tim pemenang anies sandi sih asma dewi penyebar kebencian,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
gembel indomaret gue belanja atm mas,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
oh iya nih selingkuh pakai acara ngewe ngewe,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kali calon presiden goblok bin dungu nada provokatif ya kampret percaya heran calon presiden goblok,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
acara bang karni usul lindungi anak bahaya mengaji alquran,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,Group
lihat susilo bambang yudhoyono didemo ditangkap jokowi diktatornya ditangkap,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
intinya pokok pikiran sumatra memiliki kekayaan oil karet sawit batubara kekayaan dijual pemerintah jawa asing koruptor jalankan syarat islam,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pejabat negara keputusan presiden rancangan undang undang islam dilarang indonesia,1,0,0,1,1,0,0,0,0,0,0,1,Hate Speech,Group
trump bangkrut minus jutaan dolar membalik kekayaan presiden us bujang kadang seret kayak status nominal trump,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pengirimnya kampang butuh a i kampang gue kasih tau anak haram,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
paham hukum menuduh pelacur sih an nur islam kafir tugas ulama mengompori,1,0,1,0,1,0,0,0,0,1,0,0,Hate Speech,Individual
kementerian keuangan direktorat jenderal pajak direktorat jenderal pajak menargetkan penerimaan pajak 2018 rupiah 1 454 5 triliun,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kuliah mengubah pikirku guys beli anting ky xe2 x80 x9cnajis mahal banget mending bikin xe2 x80 x9d intinya gue rugi wkwk ya allah,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
paham hukum alat tukar jual beli melibatkan uang beda besi ditukar besi iru onta ditukar onta beda,0,0,0,0,0,0,0,0,0,0,0,0,None,None
monyet prabowo lucu,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
terlahir keluarga muslim memilih jalan ku kristiani pacar lingkungan no no no pacaran te arik belajar kristen faktor pengyakin,0,0,0,0,0,0,0,0,0,0,0,0,None,None
mandang orang agama kayak gue peduli agama orang tulisan kristen jidat gue langsung nyes kepikiran haruskah gue pindah,0,0,0,0,0,0,0,0,0,0,0,0,None,None
min orang kerja kantor pajak iya memalukan kepala kepolisian republik indonesia,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
dispensasi upaya kristenisasi dibaptis katolik teknis mengikuti pelajaran minimal 1 4 tahapan pernikahan a me a katolikkan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
when barzan isi surat pemberitahuan tahunan praktikum surat pemberitahuan tahunan gue mencoba mengisi dasar hukum te ara bego,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
onta berani,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
salah menulis terdakwa penista agama coba ditulis baginda mulia cih,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
syamsir alam muslim hina ulama,1,0,1,0,1,0,0,0,0,1,0,0,Hate Speech,Individual
model kayak cukupkan 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
anggotanya cina manusia kampret kampret teroris keji indonesia memilih the,1,1,0,1,0,1,0,0,0,0,1,0,Hate Speech & Abusive,Group
eh shock indonesia inggris edan indonesianya kental gue,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
cantik memek ku coklat suka ngentot memek kontol sange pagi crot,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
perek dimainkan memeknya long reply ya,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kejujuran mahal 2019 ganti presiden negara kesatuan republik indonesia terbebas pengkhianatan bangsa cc,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
bilang hidup kalanya menunduk bersyukurlah hidup cacat memori kecilmu ku salah aneh,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cape xe2 x80 x9chamil kah xe2 x80 x9d pakai senyum gendut hamil xf0 x9f x98 xad uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,None,None
terima kasih ya huruf cina v,0,0,0,0,0,0,0,0,0,0,0,0,None,None
orang sorga dungu,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
monyet bermuka kucing makan pisang,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
bani ege namanya ah goblok,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
hiburan malam minggu manusia goblok permanen disadarkan dsh bayi otaknya kerendam air ketuban gara minum kencing habib onta xf0 x9f x,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
orang kristen menjamin dewasa rohani membanggakan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
presiden jokowi bersikap takzim ulama meninjau proyek pembangunan bandara internasional jawa barat majalengka presiden joko widodo menyempatkan berkunjung kantor majelis ulama indonesia jawa barat,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cape orang bolot uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
anies sandi bentar terbukti menang saracen,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
isu umat islam berlaku lgbt dosa pribadi hatta maksiat kena cegah kisah kaum nabi lut direkamkan alquran rujuk alquran kehidupan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
dasar menteri cebong 2019 ganti presiden presiden ganti menteri agama sontoloyo munafik,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
pindah tangan asing asing indonesia penonton,0,0,0,0,0,0,0,0,0,0,0,0,None,None
mw asing inkonsisten,0,0,0,0,0,0,0,0,0,0,0,0,None,None
coba kordinir demo dewan perwakilan rakyat suara rakyat bubarkan dewan perwakilan rakyat save komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1,0,0,1,Hate Speech,Group
kondom me rewatch film marvel televisi ayah menonton buatan yahudi orang islam menonton unsur yahudinya me oke sebal,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,Group
jancuk terkutuk memaki gue tsundere,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
banci berani balas dasar penakut wkwk,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
gubernur gue,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bongkar berusaha membeli ai rakyat indonesia mendukung berani melawan kekuatan penjajah modern 2019 ganti presiden jokowi end 2019,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
wakil rakyat cocot tok mengomong berak,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
7 era pemerintahan jokowi menjanjikan menyelesaikan tipuan,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
tau mampus,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
mulutmu bau tai babi pembela orde arab pribumi surat pemberitahuan tahunan memalukan ih bacot diculik presiden bubar 2030 uniform resource locator,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
shinobi melanggar aturan sampah shinobi meninggalkan sahabatnya rendah sampah uchiha obito naruto,0,0,0,0,0,0,0,0,0,0,0,0,None,None
anu bilang copras calon presiden selesaikan gubernur eh tau tau nya mencalonkan presiden anu janji ditepati anu aaa anu ya dilan balikan solo 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
orang tercengang cpc negara market ekonomi negara 100 komunis tegar dipimpin sepe i zaman zedong liu shaoqi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
alam menipu lukman alquran dipercaya allah subhanahu wa taala menipu nabi diangkat allah subhanahu wa taala menipu,1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech & Abusive,Group
lucu salah rumah rumah penjilat jilat junjungan dasar cebong haha,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
mantap gubernur pilihan kebersihan iman ragu imannya anies and sandi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
media indonesia cina komunis,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,Group
riba latihan kubus,0,0,0,0,0,0,0,0,0,0,0,0,None,None
proco lihat lihat dululah haha zaman umat katolik mudah diprovokasi tinggalkan abad kegelapan beradad abad silam t,0,0,0,0,0,0,0,0,0,0,0,0,None,None
dunia penuh munafik sok suci sepe i ahok bilang salah kabur sih cabul sih jijik jilat memek bohongi be anya kabur salah meme,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
semoga koalisi bijak menentukan calon wakil presiden mendampingi play station pemilihan presiden 2019 saran ai koalisi tokoh menjual memiliki nilai elektoral ayo legowo,0,0,0,0,0,0,0,0,0,0,0,0,None,None
teriak zalimi korban orang ibadah dilarang dasar rezim anti islam,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
prabowo mesti tanggung bangun sekolah dibakar,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
dibentuk bani togel digerakan oke cukong penunggang agama bukannn xf0 x9f x98 x81,1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech & Abusive,Group
menjerat umat islam polisi berlaku cepat giliran sih penista al alquran sepe inya lambat banget penjarakan penjarakan ahok,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,Group
hi informasi detail isu keamanan transaksi bersifat confidential,0,0,0,0,0,0,0,0,0,0,0,0,None,None
gue benci banget lihat orang koar koar spoiler avenger alah avenger film film dibegitukan protes protes bacot,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
kafir a inya menutup hati kebenaran muslim a inya selamat non muslim selamat orang islam senang bilang non muslim orang selamat ketimbang bilang kafir orang menutup hati xf0 x9f x98,0,0,0,0,0,0,0,0,0,0,0,0,None,None
taplak meja wa eg ganteng,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pe ukaran budaya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
indihome kacrut saking kesal teknisi kali cek pergi solve 7 pakai katebelece direktur jenderal menulis koran kompas 1 jam langsung beres ngehek,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
seks bebas dikawal peraturan undang undang budaya sepe i lgbt dilaksanakan mekanisme sesuai mengawalnya mengelakkan perkara berlaku pembelaan sewajarnya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
mengantar anak sekolah lihat lihat dunia maya eh kalimat pas gembel warung internet langsung cc in biar lupa xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
ai komunis indonesia ilusi ancaman nyata negara kesatuan republik indonesia antek antek neo orde plus front pembela islam huh kelompok khilafah pemuja isis waspada,1,0,0,1,1,1,0,0,0,0,1,0,Hate Speech,Group
nama cantik mu seiring hati busuk mu mengakui ber agama kelakuan bagus penyembah berhala dasar cebong tunjukkan ayat kitab suci mu adakah manusia cebong otak mu dangkal berkedok agama kelakuan,1,1,1,0,1,0,0,0,0,1,0,0,Hate Speech & Abusive,Individual
cari dapatkan ri rusuh terpecah belah ri perang saudara harapkan hasil apapun kecuali sengsara makan susah hidu,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kantor televisi menayangkan berita driver grab mengirim death threat cewek tuli bunda pakai suara tai death threat sial kish kebiasaan berbicara jorok untung mengomongnya pakai suara,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kacrut banget kualitas anggota anggota dewan perwakilan rakyat low to the max kecewa padamu,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
kepedean bilang sembuhkan titit memek,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
keadilan bilang orang anti asing giliran akun media sosialnya diblokir demooooooo nyinyiiiiiir eh impor barang cina,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
gue bego sayang orang sayang memikirkan perasaan gue sedikitpun,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
tag sih kunyuk uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
orang dikasih cobaan berhubung orang berengsek xf0 x9f x98 x82,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
waspada ulama jabar tamen sih cungkring muka petruk hati dasamuka,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
gentong kosong nyaring bunyinya mbak terbuai rayuannya syair syairnya nyanyiannya kadang membuai pendengarnya terbuai,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kafir bahlul cebong intelligence quotient ratus xf0 x9f x98 x82 xf0 x9f x98 x82,1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech & Abusive,Group
meninggalkan salat sengaja kafir terang terangan ath thabrani,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bachtiar mabuk pipis onta,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
bangkai ditemukan,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
setuju low back pain komisi pemelihan tetapkan 1 tema 2019 ganti presiden 2019 presiden luhut prabowo maju bawa tema agama,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
gubernur sumatra selatan alex nurdin sosialisasikan asian games masyarakat kecamatan sako,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kantor gubernur militer komando resor militer 031 wira bima sumber google kirimkan tag,0,0,0,0,0,0,0,0,0,0,0,0,None,None
solusi mengeblok efektif besok akun sambar buang sampah xf0 x9f x98 x81 jaga kedamaian lapak biar berhamburan sampah media sosial berguna lonceng sambar cuitan orang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
batang ah tim kafir kauuu,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
6 pesan notifikasi rahasia ditukarkan tiket masuk penukaran stadion 6 jam sih 1 jam loket khusus tcash 7 pastikan memiliki tcash mengakses diskon diskon khusus 20 tcash,0,0,0,0,0,0,0,0,0,0,0,0,None,None
he jijik gue langsung unfriend tau,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
anak keparat bangsat butuh pembinaan dibina mohon dibinasakan,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
iya beda budaya sih sepe inya jepang risih sih video musik bikini bikini bikinian jatuhnya sexy lucu,0,0,0,0,0,0,0,0,0,0,0,0,None,None
gubernur presiden sukses ya semoga allah memudahkan urusan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
thailand celeng indonesia cebong kampret,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
taehyung penggemar berat mbak kunti xf0 x9f x98 xad,0,0,0,0,0,0,0,0,0,0,0,0,None,None
perjuangan kalahkan ahok pindah lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,Individual
rejim sadar mengabaikan prinsip dasar nasionalisme fungsi sosial tanah keadilan distribusi tanah,0,0,0,0,0,0,0,0,0,0,0,0,None,None
jijik muka semulus kakak kakak takut takut masuk pekerja watson suruh pakai produk calit kat muka keyakinan teruk muka orang nih,0,0,0,0,0,0,0,0,0,0,0,0,None,None
dilantik bilang pribumi bangkit impo bawang putih cina notabene kampanye pilihan kepala daerah bilang anti asing,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
bera i dewan perwakilan rakyat dipercaya bubarkan,1,0,0,1,0,0,0,0,1,0,0,1,Hate Speech,Group
gubernur ahok lini susehhh dihantam perempuan no uang korupsi no mengisengi omongan nya,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
arsenal huuuuuuuu cupu,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
kah komunis syiah jin anu alergi islam kebangkitan islam semoga terbawa dungu periode,1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech & Abusive,Group
al habib abdullah bin mukshin al keramat bogor orang buta orang banyaknya a orang buta orang ilmu agama,0,0,0,0,0,0,0,0,0,0,0,0,None,None
open bo surabaya online sempak akun tipu tipu bangsat bajingan,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
gambarnya monyet ya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
maaf proses hukum jalan kunyuk dikasih pelajaran kedepannya bi xe2 x80 xa6,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
lahap banget ketemu kontol disunat bahan coli kontol memek ngentot ngewe blowjob kulumkan uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
wkwk geblek,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang tomohon international flower festival,0,0,0,0,0,0,0,0,0,0,0,0,None,None
junhoe sih xf0 x9f x98 x82 xf0 x9f x98 x82 gue kayak anjir geblek gue,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
katolik nusantara haha pandai ya pemecah belah agama,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,Group
cepat kayak bahagia hadiah hadiah mewah miliarder uang belikan kakak,0,0,0,0,0,0,0,0,0,0,0,0,None,None
haha susah bicara orang hatinya penuh dengki xf0 x9f x98 x81,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
cebong data xf0 x9f x98 x86,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
apapun motif konflik rohingya umat muslim zalimi titik redbone save rohingya,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,Group
kh said aqil siroj menerima surat keputusan program doktoral kajian islam nusantara kementerian agama ri,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bubarkan komisi pemberantasan korupsi ecek ecek urus,1,0,0,1,0,0,0,0,1,0,0,1,Hate Speech,Group
izin sekolah swasta dedi purwaka a yayasannya kristen hak rakyat agama apapun salam damai ems,0,0,0,0,0,0,0,0,0,0,0,0,None,None
mengukur kontol,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
curut cebong kaum takfiri xf0 x9f x98 x82,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
om makar om keadilan sosial kelebihan sosial taipan korup makar makar rezim lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,Individual
presiden joko widodo jokowi sistem perizinan berusaha terintegrasi online online single submission diterapkan kementerian tingkat provinsi tingkat kabupaten tingkat kota,0,0,0,0,0,0,0,0,0,0,0,0,None,None
allah klop pasangan 2019 prabowo anis matta bikin lawan kucar kacir dukung 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
sok banget jijik tar save nih sebentar,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
ya goblok untung cebong happy dungu versi gerung gerung xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
idih najis tau lihat ya timbal baliknya,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
cantik banget sip mata sipit ya imut banget xf0 x9f x92 x95 xe2 x9d xa4,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sahabatku pulang papua kerja disalah kontraktor infrastruktur dibangun beliau cerita jauhnya ketinggalan rakyat papua dibanding wilayah negeri syukurlah jokowi presiden,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sih pe imbangkan membeli mobil harga keamanan kenyamanan patut diperhatikan yuk lihat selengkapnya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
gue tau muka gue bego gue pakai jilbab teman gue first impression nya gue gue orang kristen,0,0,0,0,0,0,0,0,0,0,0,0,None,None
